airtable_id,type,timestamp,operator,station,fields_json,lots
rec0EF4Oa5xn0pD9y,FullyColonized,2026-04-17T20:38:23.579Z,,Dark Room,{},
rec0MfurNdjaXn0Da,PlatesPoured,2026-03-27T20:47:46.303Z,,Pour Plates,"{""plate_group_id"":""PLATEGRP-1774644465501"",""plate_count"":15,""recipe_id"":""REC-AGAR-STD"",""created_plate_ids"":[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]}",
rec0QrrNaj7YYESxV,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""reck2LZi08mFmuz1p"",""rec6ZhDkGPCnoRSEF""]}",
rec0RUkwWN3ca2Erk,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec0Syxq06roHNubF,FullyColonized,2026-03-21T15:16:56.129Z,,Dark Room,{},
rec0WUT9nbAGESNXR,FullyColonized,2026-03-27T20:18:38.044Z,,Dark Room,{},
rec0d2cL7JiCTCIkP,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec1Cji6y5U7ev32u,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""recmU1AWLXykrdQB5"",""recqdui5DkpbUiQic"",""recUpcg8fPYCQj1Kn""]}",
rec1DD0c5SG9Z0Knz,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec1INgFH3NHLROkY,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
rec1ST28QleJArfm7,Sterilized,2026-03-23T20:45:00.000Z,system,Sterilizer OUT,"{""run_id"":""rec8ZdEg2StmlxanB"",""run_no"":""RUN-260327-xanB"",""process_type"":""sterilize"",""unit_size"":400}",
rec1aoqbGV1ldybCP,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recu9VqZoAoNwVvSy""],""substrate_input_ids"":[""recquGFzd9Gbf2G1y"",""recrRHFaiRcIUI2jZ""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-GENERIC"",""output_index"":1,""output_count"":2}",
rec1q7kUKFgBZRBNU,Inoculated,2026-03-30T16:20:01.898Z,,Inoculation,"{""source_lot_id"":""recy6vbBkaxJzFoTS"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260327-wjly""}",
rec2DGWPGGTN2NvrH,Received,2026-03-27T20:18:19.031Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
rec2RpLaKSBDImPKC,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""rec3dmKIHfytyXFru"",""recKwzGvet2hNKEsH"",""rec9Roj3uMrjGpyjC""]}",
rec3WIXwgDP463xlk,FruitingStart,2026-04-15T23:10:48.446Z,,Fruiting,,
rec3rGtcoaKPKZ8p2,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""reck2LZi08mFmuz1p"",""rec6ZhDkGPCnoRSEF""]}",
rec3rgdRN6wXSGE9v,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
rec4Xk4CyTT3D2OFz,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""rec48vm5gfFtQKF5r"",""recfHxlZy5x8sRak4"",""rec37rNcKfFyYGPuj""]}",
rec4tE5PKm04ojjCA,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
rec5Sgv0ZfRa5MSdg,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""recdGvNRonghTDudu"",""recU1CoMkqEKRgvQQ"",""reci9qzpri1UJn6Fz""]}",
rec5cuZCL28aXma6D,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec5p984b79B0wkOy,Inoculated,2026-03-30T16:19:16.700Z,,Inoculation,"{""source_lot_id"":""recztPd8zoKCy5Uap"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260327-Rt2H""}",
rec62fCrI7RlmtH0a,Sterilized,2026-03-05T17:21:04.594Z,Robert,Sterilizer OUT,"{""run_id"":""recrCRbHVGXTgst5W"",""run_no"":""RUN-260305-st5W"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec64DLzIeGIMc1RW,FullyColonized,2026-04-10T19:34:58.602Z,,Dark Room,{},
rec7RocZtcXAtiPHv,Received,2026-03-27T20:37:36.292Z,,Receiving,"{""vendor_name"":""MYYCO"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
rec7T5kTEZOERIYsV,Pasteurized,2026-03-10T18:23:50.693Z,Robert,Sterilizer OUT,"{""run_id"":""recBjYHAjvHFNP65d"",""run_no"":""RUN-260310-P65d"",""process_type"":""pasteurize"",""unit_size"":5}",
rec7WG6YjyKazMKHp,Inoculated,2026-04-12T20:54:25.968Z,,Inoculation,"{""source_lot_id"":""recD3JJzM2GofILyI"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-hVq0""}",
rec7tR6jZEHOAlLG4,Inoculated,2026-03-30T18:58:44.967Z,,Inoculation,"{""source_lot_id"":""recl3fMPOxkB1zgwF"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260330-zAfY""}",
rec8IaNvhGVSt0X2m,FullyColonized,2026-04-18T11:56:13.605Z,,Dark Room,{},
rec8S6mNYOzYfZp2D,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rec7e4hlqnmOcy303""],""substrate_input_ids"":[""recy8SzUO4C3HFbVv"",""recHoe3zDVz0tAujd"",""recyrJIedCf6gQ5Re"",""recg03wqUVkkJVJ42"",""recrYd5SYKVcBbt5o"",""rec6YWY70rN1F2VDs""],""per_output_unit_size_lb"":2.8333333333333335,""output_item_code"":""FB-MM75-SM"",""output_index"":0,""output_count"":6}",
rec8iZLLCdfmvQ82X,Inoculated,2026-04-12T20:56:43.121Z,,Inoculation,"{""source_lot_id"":""rec1XaQp76729Trni"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-lUlA""}",
rec8nfmiqBPICWc9G,FullyColonized,2026-04-11T17:05:06.135Z,,Dark Room,{},
rec8yJiunN1cEf6KX,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
rec91NjCE058tlFwD,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recM3DnRKo72Ciu5e""],""substrate_input_ids"":[""recHiKvZ9Aqn67nya"",""rec7JfVopN8Ex6zg3""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":0,""output_count"":2}",
rec92NpyuIa5aoerK,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
rec95n8Rf4FdA5Rli,Pasteurized,2026-03-10T18:23:50.693Z,Robert,Sterilizer OUT,"{""run_id"":""recBjYHAjvHFNP65d"",""run_no"":""RUN-260310-P65d"",""process_type"":""pasteurize"",""unit_size"":5}",
rec9CzdBOXJ9IwA6B,Inoculated,2026-03-30T18:58:44.967Z,,Inoculation,"{""source_lot_id"":""recl3fMPOxkB1zgwF"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260327-CNZt""}",
rec9KiTZpP4KCUWX6,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
rec9YtoMfnlx80492,FullyColonized,2026-03-27T20:38:21.415Z,,Dark Room,{},
rec9bAiXY7zkjLVGn,Inoculated,2026-04-12T20:57:31.389Z,,Inoculation,"{""source_lot_id"":""rec7UlNJ7YvvkZOzo"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-hodF""}",
recA03VfOhgYImWCP,Sterilized,2026-03-30T16:15:34.671Z,system,Sterilizer OUT,"{""run_id"":""recpFcbTcKrw3DX6J"",""run_no"":""RUN-260327-DX6J"",""process_type"":""sterilize"",""unit_size"":500}",
recAYtdbFTEYCHich,Inviable,2026-03-28T00:00:08.629Z,,Dark Room,{},
recBFfx0pRZmO86kL,Contaminated,2026-04-18T11:58:35.505Z,,Dark Room,{},
recBN8sqjrDtxOYLI,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
recBmJsPjYpfjUTYC,Sterilized,2026-03-05T17:21:04.594Z,Robert,Sterilizer OUT,"{""run_id"":""recrCRbHVGXTgst5W"",""run_no"":""RUN-260305-st5W"",""process_type"":""sterilize"",""unit_size"":7.5}",
recBqV2AkG0jNzVBS,FullyColonized,2026-03-27T20:20:38.561Z,,Dark Room,{},
recCEEKm5RWc6mDof,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""recRCUQLNBW8lhUEz"",""recTgfeVSu1FnSAuA""]}",
recCX1UOLWv54LXNb,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rechP7fXl9hiMAEit""],""substrate_input_ids"":[""recGnWGF3f92zXBrN"",""recvQYPEs7URQGP0M"",""reclq4McHJH7t1NRT""],""per_output_unit_size_lb"":1.6666666666666667,""output_item_code"":""FB-MM75-SM"",""output_index"":4,""output_count"":6}",
recCZRFrkjQWacEHZ,FullyColonized,2026-03-27T20:18:26.609Z,,Dark Room,{},
recCnBFzXfpvPCsLE,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recCtG7SxBwDDA7bX,Sterilized,2026-03-30T16:15:34.671Z,system,Sterilizer OUT,"{""run_id"":""recpFcbTcKrw3DX6J"",""run_no"":""RUN-260327-DX6J"",""process_type"":""sterilize"",""unit_size"":500}",
recDLmkoe15RAsbmS,Sterilized,2026-03-05T17:21:04.594Z,Robert,Sterilizer OUT,"{""run_id"":""recrCRbHVGXTgst5W"",""run_no"":""RUN-260305-st5W"",""process_type"":""sterilize"",""unit_size"":7.5}",
recDZHIxI1sVchGxh,Inoculated,2026-04-12T20:55:14.605Z,,Inoculation,"{""source_lot_id"":""recYIEaSeNv7Wjcpv"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-r0a0""}",
recDixfx5fUiKfZP3,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recDj4cvkzVKXEkTe,FruitingStart,2026-04-15T23:11:35.624Z,,Fruiting,,
recDtI7IXrI9Sfipj,Sterilized,2026-03-30T16:15:34.671Z,system,Sterilizer OUT,"{""run_id"":""recpFcbTcKrw3DX6J"",""run_no"":""RUN-260327-DX6J"",""process_type"":""sterilize"",""unit_size"":500}",
recEGoYZ7tPWibHDX,Received,2026-03-27T20:20:17.576Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recESU7RxQgtJLZP0,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recu9VqZoAoNwVvSy""],""substrate_input_ids"":[""recquGFzd9Gbf2G1y"",""recrRHFaiRcIUI2jZ""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-GENERIC"",""output_index"":0,""output_count"":2}",
recFBNp5rbzGSSSYp,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recFFAYOuIIoBSDYm,Sterilized,2026-03-05T17:21:04.594Z,Robert,Sterilizer OUT,"{""run_id"":""recrCRbHVGXTgst5W"",""run_no"":""RUN-260305-st5W"",""process_type"":""sterilize"",""unit_size"":7.5}",
recFJ14meLJSS6CNE,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recFKiqNL82tejFVw,Inoculated,2026-03-30T16:21:06.497Z,,Inoculation,"{""source_lot_id"":""recEX9gLdbq1FDXuq"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260324-Ioq5""}",
recFsOHqxJBDvCW8D,FullyColonized,2026-04-15T23:09:41.686Z,,Dark Room,{},
recG2I2meeGbAnL4c,PlatesPoured,2026-03-27T20:47:38.527Z,,Pour Plates,"{""plate_group_id"":""PLATEGRP-1774644457723"",""plate_count"":15,""recipe_id"":""REC-AGAR-STD"",""created_plate_ids"":[null,null,null,null,null,null,null,null,null,null,null,null,null,null,null]}",
recGCjtbMKQXQe1Wt,Sterilized,2026-03-30T17:39:50.874Z,system,Sterilizer OUT,"{""run_id"":""rect5WtJiGG4WFH27"",""run_no"":""RUN-260327-FH27"",""process_type"":""sterilize"",""unit_size"":500}",
recGCrodCCXrMJ0Ov,FruitingStart,2026-04-15T23:10:29.563Z,,Fruiting,,
recGE5hynJNI2ZsuR,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""reche2q0Onokkt6Bl""],""substrate_input_ids"":[""recKPIwrwiMpRuO9H"",""recq4uo3VEkVkjcy5""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":1,""output_count"":2}",
recGeDrLkdMfz4tB0,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rechP7fXl9hiMAEit""],""substrate_input_ids"":[""recGnWGF3f92zXBrN"",""recvQYPEs7URQGP0M"",""reclq4McHJH7t1NRT""],""per_output_unit_size_lb"":1.6666666666666667,""output_item_code"":""FB-MM75-SM"",""output_index"":0,""output_count"":6}",
recGef9OudGkHAXwt,Inoculated,2026-03-30T16:16:45.123Z,,Inoculation,"{""source_lot_id"":""recjvuOtaS1aohLiW"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260330-ILyI""}",
recGfbwGq7SAHyl46,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""recjn0m7MneJRwiYq"",""rechTbb6r5zlwKxFG"",""recbCvGGgTbmCCIfD""]}",
recH6N8vin8UkHpyQ,Harvest,2026-04-02T16:42:43.190Z,,Harvest,"{""created_product_ids"":[""recEeLLotVZJRTgnS""],""harvest_weight_g"":225.22,""flush_no"":1,""fresh_tray_count"":0,""frozen_tray_count"":1,""total_trays"":1,""per_tray_weight_g"":225.22}",
recHESGeHilXiUVt1,Inoculated,2026-03-30T16:20:01.898Z,,Inoculation,"{""source_lot_id"":""recy6vbBkaxJzFoTS"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260330-gR2g""}",
recHZTkZ2k5feCHRS,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recHeAW5ilD1AKBmu,Inoculated,2026-04-12T20:55:58.463Z,,Inoculation,"{""source_lot_id"":""receER88nYKrLQXU4"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-8PNb""}",
recHoEUewVk6eNO42,Sterilized,2026-03-30T17:39:50.874Z,system,Sterilizer OUT,"{""run_id"":""rect5WtJiGG4WFH27"",""run_no"":""RUN-260327-FH27"",""process_type"":""sterilize"",""unit_size"":500}",
recHpgPuDWWyCUqdN,Sterilized,2026-03-05T17:21:04.594Z,Robert,Sterilizer OUT,"{""run_id"":""recrCRbHVGXTgst5W"",""run_no"":""RUN-260305-st5W"",""process_type"":""sterilize"",""unit_size"":7.5}",
recHtfkRlEuj6mxOS,Inoculated,2026-04-12T20:54:55.028Z,,Inoculation,"{""source_lot_id"":""recYIEaSeNv7Wjcpv"",""source_category"":""lc_flask"",""volume_ml"":3,""operator"":"""",""target_lot_id"":""LOT-260324-bc8D""}",
recHvWSpzkyAERLLt,Pasteurized,2026-03-10T18:23:50.693Z,Robert,Sterilizer OUT,"{""run_id"":""recBjYHAjvHFNP65d"",""run_no"":""RUN-260310-P65d"",""process_type"":""pasteurize"",""unit_size"":5}",
recHx4BeBQSQK77eK,Inoculated,2026-03-30T18:59:41.129Z,,Inoculation,"{""source_lot_id"":""rectvibIMlYW8HCG1"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260330-WmBD""}",
recHzq2dVfg0YcOjP,Inoculated,2026-03-30T16:20:01.898Z,,Inoculation,"{""source_lot_id"":""recy6vbBkaxJzFoTS"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260324-0wUJ""}",
recIDVpyyiK2rwnbT,FullyColonized,2026-04-15T23:09:13.946Z,,Dark Room,{},
recITMHphXDLiFMb6,FullyColonized,2026-03-27T20:37:44.732Z,,Dark Room,{},
recIUKlwCbSp5pq8M,Consumed,,,Spawn to Bulk,"{""consumed_by_lot_ids"":[""recyLDXRVagClyLcH"",""recWwgGMfhtnOeABw""]}",
recIvdPgglQId2gM0,Received,2026-03-27T20:20:28.541Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recJKOOvuIwCYih9c,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recyqYL44TqqBy1EY""],""substrate_input_ids"":[""recqNWxKXKlnPlFdh"",""recPvM388KhFU75We""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":0,""output_count"":2}",
recJok0JuVIwu2PYa,Sterilized,2026-04-09T20:38:59.422Z,system,Sterilizer OUT,"{""run_id"":""recppjKznbkp9cKxo"",""run_no"":""RUN-260409-cKxo"",""process_type"":""sterilize"",""unit_size"":3}",
recKkYkaJCumKJhGS,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rectHUAe7BPV4zpCM""],""substrate_input_ids"":[""recBS706EdhphdHF9"",""recjPDNRcLr01Vpfn""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":0,""output_count"":2}",
recKqW0Pc49rrq65W,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recM3DnRKo72Ciu5e""],""substrate_input_ids"":[""recHiKvZ9Aqn67nya"",""rec7JfVopN8Ex6zg3""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":1,""output_count"":2}",
recLCH2VC9mFleyEd,Inoculated,2026-04-12T20:56:21.005Z,,Inoculation,"{""source_lot_id"":""rec1XaQp76729Trni"",""source_category"":""lc_flask"",""volume_ml"":3,""operator"":"""",""target_lot_id"":""LOT-260324-uIbg""}",
recLR9I6arNSgWizq,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rectHUAe7BPV4zpCM""],""substrate_input_ids"":[""recBS706EdhphdHF9"",""recjPDNRcLr01Vpfn""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":1,""output_count"":2}",
recLU0WvMvcXKFevU,Sterilized,2026-02-28T18:29:00.000Z,Robert,Sterilizer OUT,"{""run_id"":""rec0JC7G8fTAXxlJZ"",""run_no"":""RUN-260228-xlJZ"",""process_type"":""sterilize"",""unit_size"":7.5}",
recLZGP2wYqqbM4WQ,Inoculated,2026-04-12T20:53:35.184Z,,Inoculation,"{""source_lot_id"":""rec0S8lyU3KDz8cKF"",""source_category"":""lc_flask"",""volume_ml"":0.25,""operator"":"""",""target_lot_id"":""LOT-260327-kE55""}",
recLhPoQPoYGy4Daf,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rec7e4hlqnmOcy303""],""substrate_input_ids"":[""recy8SzUO4C3HFbVv"",""recHoe3zDVz0tAujd"",""recyrJIedCf6gQ5Re"",""recg03wqUVkkJVJ42"",""recrYd5SYKVcBbt5o"",""rec6YWY70rN1F2VDs""],""per_output_unit_size_lb"":2.8333333333333335,""output_item_code"":""FB-MM75-SM"",""output_index"":4,""output_count"":6}",
recLsyLzDz2iRVONu,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""reche2q0Onokkt6Bl""],""substrate_input_ids"":[""recKPIwrwiMpRuO9H"",""recq4uo3VEkVkjcy5""],""per_output_unit_size_lb"":8.5,""output_item_code"":""FB-MM75-LG"",""output_index"":0,""output_count"":2}",
recM3kMdLgQ8SyCGn,Pasteurized,2026-03-10T18:23:50.693Z,Robert,Sterilizer OUT,"{""run_id"":""recBjYHAjvHFNP65d"",""run_no"":""RUN-260310-P65d"",""process_type"":""pasteurize"",""unit_size"":5}",
recM4RJ1aRizScroK,FullyColonized,2026-03-21T15:17:26.530Z,,Dark Room,{},
recM5U9pBq0GiORh9,Sterilized,2026-03-24T13:17:23.986Z,system,Sterilizer OUT,"{""run_id"":""recOSF8bNk5Sq0Acf"",""run_no"":""RUN-260324-0Acf"",""process_type"":""sterilize"",""unit_size"":2}",
recMMhQqgR2NY4Jvm,Inoculated,2026-03-30T18:58:44.967Z,,Inoculation,"{""source_lot_id"":""recl3fMPOxkB1zgwF"",""source_category"":""lc_syringe"",""volume_ml"":2.5,""operator"":"""",""target_lot_id"":""LOT-260324-V9Yf""}",
recMa8623sfcTODyk,FullyColonized,2026-04-10T19:35:28.646Z,,Dark Room,{},
recMfLUZ7lWQJXIGn,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""rec7e4hlqnmOcy303""],""substrate_input_ids"":[""recy8SzUO4C3HFbVv"",""recHoe3zDVz0tAujd"",""recyrJIedCf6gQ5Re"",""recg03wqUVkkJVJ42"",""recrYd5SYKVcBbt5o"",""rec6YWY70rN1F2VDs""],""per_output_unit_size_lb"":2.8333333333333335,""output_item_code"":""FB-MM75-SM"",""output_index"":5,""output_count"":6}",
recMobbqAlxZxwWgY,Received,2026-03-27T20:19:38.516Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recN7WflPlqq2V1p0,Received,2026-03-27T20:18:33.105Z,,Receiving,"{""vendor_name"":""Fungaia"",""vendor_batch"":null,""source_type"":""Purchased"",""total_volume_ml"":10}",
recNoqqvwmzU3tHwR,FullyColonized,2026-04-12T11:15:38.378Z,,Dark Room,{},
recO3cWSLaf1MrwyQ,SpawnedToBulk,,,Spawn to Bulk,"{""grain_input_ids"":[""recbpnsqYnzoqmmck""],""substrate_input_ids"":[""rec2A8uwuuVkSVZOr"",""recIOm9zD5t299O8n"",""recYaz120duwL1KfC"",""recYtgV461KCmHnEF"",""rectkiXBbNNAZqVYD"",""recMbqgRxWgMj5xpp""],""per_output_unit_size_lb"":2.8333333333333335,""output_item_code"":""FB-MM75-SM"",""output_index"":5,""output_count"":6}",
recORRhOu7cxFBJ9C,Inoculated,2026-04-12T20:53:04.883Z,,Inoculation,"{""source_lot_id"":""rec0S8lyU3KDz8cKF"",""source_category"":""lc_flask"",""volume_ml"":3,""operator"":"""",""target_lot_id"":""LOT-260324-vSKm""}",
